Date,sp_Open,sp_High,sp_Low,sp_Close,nd_Open,nd_High,nd_Low,nd_Close,dj_Open,dj_High,dj_Low,dj_Close,ph_Open,ph_High,ph_Low,ph_Close
2021-08-19,4382.44,4361.88,4329.79,4405.80,3192.23,14610.76,14423.16,3235.87,34874.67,34997.81,34690.25,34894.12,3192.23,3252.63,3166.83,3235.87
2021-08-20,4410.56,4356.46,4314.37,4441.67,3245.22,14722.16,14571.53,3256.50,34917.96,35177.26,34867.07,35120.08,3245.22,3263.47,3218.55,3256.50
2021-08-23,4450.29,4355.43,4326.60,4479.53,3287.68,14963.47,14776.98,3342.01,35160.97,35428.91,35160.97,35335.71,3287.68,3346.16,3287.36,3342.01
2021-08-24,4484.40,4320.66,4300.73,4486.23,3347.83,15034.89,14965.54,3345.39,35382.72,35445.47,35356.18,35366.26,3347.83,3363.42,3338.92,3345.39
2021-08-25,4490.45,4302.43,4287.96,4496.19,3365.20,15059.43,15011.58,3372.55,35388.77,35501.14,35287.63,35405.50,3365.20,3393.90,3363.25,3372.55
2021-08-26,4493.75,4300.52,4287.04,4470.00,3368.36,15059.63,14939.56,3370.39,35449.68,35498.45,35205.10,35213.12,3368.36,3385.47,3346.83,3370.39
2021-08-27,4474.10,4292.14,4274.67,4509.37,3373.50,15144.48,14966.52,3436.45,35231.11,35479.18,35231.11,35455.80,3373.50,3441.78,3373.50,3436.45
2021-08-30,4513.76,4286.12,4271.16,4528.79,3460.80,15288.08,15165.12,3446.44,35471.80,35510.71,35374.46,35399.84,3460.80,3477.93,3433.88,3446.44
2021-08-31,4529.75,4271.28,4256.97,4522.68,3446.47,15278.96,15202.67,3417.72,35391.38,35449.79,35289.86,35360.73,3446.47,3446.58,3391.12,3417.72
2021-09-01,4528.80,4256.60,4241.43,4524.09,3431.00,15379.50,15302.11,3399.95,35387.55,35407.37,35287.05,35312.53,3431.00,3433.01,3398.63,3399.95
2021-09-02,4534.48,4255.84,4217.27,4536.95,3413.35,15380.07,15285.35,3411.32,35353.06,35475.40,35348.48,35443.82,3413.35,3420.01,3396.95,3411.32
2021-09-03,4532.42,4226.24,4173.40,4535.43,3405.03,15375.56,15283.67,3430.89,35401.73,35422.71,35269.40,35369.09,3405.03,3445.40,3401.76,3430.89
2021-09-07,4535.38,4204.78,4164.40,4520.03,3432.20,15403.44,15343.28,3419.73,35373.24,35373.24,35060.90,35100.00,3432.20,3432.99,3401.89,3419.73
2021-09-08,4518.09,4232.29,4196.05,4514.07,3409.51,15360.35,15206.61,3377.68,35087.45,35175.15,34925.61,35031.07,3409.51,3411.75,3350.26,3377.68
2021-09-09,4513.02,4251.89,4202.45,4493.28,3381.57,15352.38,15245.17,3390.84,35013.08,35199.89,34847.30,34879.38,3381.57,3410.06,3379.83,3390.84
2021-09-10,4506.92,4257.16,4238.35,4458.58,3425.37,15349.47,15111.31,3416.66,34949.59,35104.25,34599.61,34607.72,3425.37,3468.68,3415.16,3416.66
2021-09-13,4474.81,4255.59,4234.07,4468.73,3450.58,15215.44,15030.85,3449.68,34665.50,34939.10,34665.50,34869.63,3450.58,3458.07,3405.34,3449.68
2021-09-14,4479.33,4248.38,4232.25,4443.05,3464.71,15181.19,15008.30,3449.39,34906.90,34990.36,34510.30,34577.57,3464.71,3475.78,3433.51,3449.39
2021-09-15,4447.49,4249.74,4220.34,4480.70,3451.24,15174.38,14984.68,3465.76,34580.95,34880.77,34522.03,34814.39,3451.24,3466.52,3421.56,3465.76
2021-09-16,4477.09,4237.09,4218.74,4473.75,3437.28,15205.50,15047.14,3473.60,34810.27,34943.55,34540.11,34751.32,3437.28,3484.19,3427.85,3473.60
2021-09-17,4469.74,4236.74,4208.41,4432.99,3457.77,15166.56,14998.73,3421.16,34737.86,34779.86,34519.63,34584.88,3457.77,3457.77,3403.14,3421.16
2021-09-20,4402.95,4232.34,4215.66,4357.73,3341.28,14841.82,14530.07,3338.23,34459.72,34459.72,33613.03,33970.47,3341.28,3360.03,3289.41,3338.23
2021-09-21,4374.45,4233.45,4206.05,4354.19,3363.35,14847.03,14696.47,3345.03,34025.61,34313.88,33914.02,33919.84,3363.35,3368.38,3313.85,3345.03
2021-09-22,4367.43,4204.39,4167.93,4395.64,3374.23,14950.12,14767.01,3412.02,34006.87,34440.42,34006.87,34258.32,3374.23,3420.74,3357.62,3412.02
2021-09-23,4406.75,4217.37,4198.27,4448.98,3426.28,15085.44,14932.51,3457.45,34296.30,34879.78,34296.30,34764.82,3426.28,3468.74,3418.00,3457.45
2021-09-24,4438.04,4234.12,4197.59,4455.48,3431.14,15067.56,14946.57,3453.92,34762.31,34857.06,34648.08,34798.00,3431.14,3461.28,3426.08,3453.92
2021-09-27,4442.12,4218.36,4203.57,4443.11,3418.12,15003.16,14864.96,3445.44,34739.27,35061.12,34739.27,34869.37,3418.12,3458.23,3399.08,3445.44
2021-09-28,4419.54,4213.38,4197.78,4352.63,3378.11,14817.74,14539.88,3314.39,34747.70,34798.21,34254.65,34299.99,3378.11,3398.10,3313.75,3314.39
2021-09-29,4362.41,4202.61,4184.11,4359.46,3318.33,14676.62,14493.67,3263.84,34360.08,34580.42,34305.96,34390.72,3318.33,3329.89,3257.21,3263.84
2021-09-30,4370.67,4213.42,4182.52,4307.54,3293.73,14632.36,14444.30,3258.09,34467.98,34557.37,33833.32,33843.92,3293.73,3311.41,3257.74,3258.09
2021-10-01,4317.16,4209.52,4170.16,4357.04,3275.28,14606.82,14324.01,3261.18,33930.70,34490.56,33785.54,34326.46,3275.28,3277.58,3208.55,3261.18
2021-10-04,4348.84,4188.72,4151.72,4300.46,3240.90,14499.74,14181.69,3180.06,34312.96,34410.28,33821.58,34002.92,3240.90,3246.42,3170.47,3180.06
2021-10-05,4309.87,4172.80,4121.97,4345.72,3204.73,14508.65,14299.78,3227.25,34035.25,34490.95,34035.25,34314.67,3204.73,3249.01,3191.15,3227.25
2021-10-06,4319.57,4116.93,4061.41,4363.55,3191.51,14509.55,14259.07,3238.79,34198.96,34432.68,33854.69,34416.99,3191.51,3242.38,3182.62,3238.79
2021-10-07,4383.73,4169.15,4125.99,4399.76,3281.02,14755.72,14615.14,3274.48,34509.72,34975.19,34509.72,34754.94,3281.02,3319.38,3271.19,3274.48
2021-10-08,4406.51,4171.92,4142.69,4391.34,3288.58,14699.91,14569.68,3246.27,34757.57,34842.62,34661.95,34746.25,3288.58,3289.50,3241.87,3246.27
2021-10-11,4385.44,4183.13,4129.58,4361.19,3232.82,14665.99,14482.62,3221.23,34723.79,34951.35,34486.51,34496.06,3232.82,3274.40,3219.95,3221.23
2021-10-12,4368.31,4131.58,4074.99,4350.65,3240.78,14552.71,14441.60,3178.15,34507.15,34611.24,34318.94,34378.34,3240.78,3242.89,3165.35,3178.15
2021-10-13,4358.01,4134.73,4056.88,4363.80,3203.66,14589.28,14471.88,3192.75,34372.71,34449.83,34115.10,34377.81,3203.66,3211.97,3183.50,3192.75
2021-10-14,4386.75,4162.04,4111.53,4438.26,3245.87,14827.56,14699.52,3291.24,34443.22,34923.83,34443.22,34912.56,3245.87,3292.09,3243.15,3291.24
2021-10-15,4447.69,4236.39,4188.13,4471.37,3316.54,14904.98,14847.96,3314.41,35023.63,35320.97,35023.63,35294.76,3316.54,3325.31,3299.55,3314.41
2021-10-18,4463.72,4238.04,4201.64,4486.46,3287.42,15026.68,14833.28,3338.78,35221.02,35327.57,35035.94,35258.61,3287.42,3340.84,3276.70,3338.78
2021-10-19,4497.34,4202.70,4147.33,4519.63,3343.13,15137.85,15049.73,3381.45,35325.37,35462.68,35290.12,35457.31,3343.13,3381.70,3331.99,3381.45
2021-10-20,4524.42,4187.72,4160.94,4536.19,3380.38,15178.39,15071.15,3374.22,35475.16,35669.69,35465.71,35609.34,3380.38,3387.98,3363.34,3374.22
2021-10-21,4532.24,4179.04,4128.59,4549.78,3353.95,15222.25,15094.14,3412.05,35520.32,35612.36,35442.53,35603.08,3353.95,3414.98,3353.87,3412.05
2021-10-22,4546.12,4209.39,4188.03,4544.90,3393.14,15193.01,15021.02,3370.28,35607.72,35765.02,35533.95,35677.02,3393.14,3427.13,3366.63,3370.28
2021-10-25,4553.69,4198.10,4174.85,4566.48,3384.94,15259.63,15070.75,3392.39,35692.62,35787.04,35629.37,35741.15,3384.94,3412.40,3377.97,3392.39
2021-10-26,4578.69,4218.78,4176.81,4574.79,3420.33,15384.00,15198.23,3392.96,35791.05,35892.92,35734.73,35756.88,3420.33,3427.90,3381.15,3392.96
2021-10-27,4580.22,4201.53,4181.78,4551.68,3365.11,15364.54,15235.84,3360.29,35835.43,35835.43,35490.43,35490.69,3365.11,3399.13,3353.78,3360.29
2021-10-28,4562.84,4193.35,4176.22,4596.42,3406.30,15452.30,15290.31,3438.83,35545.41,35742.25,35545.41,35730.48,3406.30,3440.58,3402.97,3438.83
2021-10-29,4572.87,4194.19,4182.36,4605.38,3407.48,15504.12,15323.29,3451.27,35712.28,35852.53,35633.20,35819.56,3407.48,3452.83,3404.15,3451.27
2021-11-01,4610.62,4194.17,4138.78,4613.67,3459.57,15598.95,15470.82,3506.28,35833.65,36009.74,35797.97,35913.84,3459.57,3507.56,3451.68,3506.28
2021-11-02,4613.34,4179.57,4123.69,4630.65,3510.25,15656.60,15569.27,3548.86,35935.11,36088.81,35884.13,36052.63,3510.25,3549.76,3510.25,3548.86
2021-11-03,4630.65,4175.02,4126.35,4660.57,3552.71,15821.57,15616.44,3590.17,36059.09,36178.51,35891.73,36157.58,3552.71,3592.76,3540.00,3590.17
2021-11-04,4662.93,4159.18,4118.38,4680.06,3633.11,15966.09,15827.66,3715.76,36107.46,36168.03,35986.48,36124.23,3633.11,3728.08,3617.09,3715.76
2021-11-05,4699.26,4180.81,4150.47,4697.53,3738.89,16053.39,15900.78,3756.55,36268.75,36484.75,36190.20,36327.95,3738.89,3789.59,3725.32,3756.55
2021-11-08,4701.48,4191.31,4170.75,4701.70,3781.13,16038.23,15961.81,3803.33,36416.46,36565.73,36334.42,36432.22,3781.13,3824.32,3766.48,3803.33
2021-11-09,4707.25,4173.49,4139.76,4685.25,3830.77,16035.21,15836.68,3800.57,36404.53,36416.98,36173.07,36319.98,3830.77,3838.62,3767.03,3800.57
2021-11-10,4670.26,4151.69,4120.87,4646.71,3727.59,15867.24,15543.68,3693.02,36299.25,36346.61,36009.50,36079.94,3727.59,3783.06,3676.62,3693.02
2021-11-11,4659.39,4148.00,4124.43,4649.27,3740.36,15768.03,15695.77,3764.49,36038.78,36108.17,35915.27,35921.23,3740.36,3772.07,3723.17,3764.49
2021-11-12,4655.24,4131.76,4114.82,4682.85,3770.52,15874.57,15705.38,3794.50,35963.78,36147.63,35934.59,36100.31,3770.52,3812.34,3754.67,3794.50
2021-11-15,4689.30,4129.48,4095.51,4682.80,3817.10,15918.45,15778.31,3793.75,36128.83,36236.07,36031.78,36087.45,3817.10,3823.62,3760.10,3793.75
2021-11-16,4679.42,4098.19,4082.54,4700.90,3781.91,15989.61,15825.00,3859.40,36076.18,36316.61,36076.18,36142.22,3781.91,3866.73,3774.07,3859.40
2021-11-17,4701.50,4083.13,4068.31,4688.67,3851.31,15998.57,15909.39,3831.44,36159.70,36159.70,35909.48,35931.05,3851.31,3856.50,3813.58,3831.44
2021-11-18,4700.72,4086.23,4068.14,4704.54,3904.29,16010.88,15848.83,3899.96,35901.69,35952.63,35654.39,35870.95,3904.29,3916.92,3861.94,3899.96
2021-11-19,4708.44,4083.42,4034.44,4697.96,3895.65,16121.12,16017.23,3912.02,35879.09,35879.09,35555.37,35601.98,3895.65,3936.99,3879.86,3912.02
2021-11-22,4712.00,4020.63,3992.78,4682.94,3928.00,16212.23,15851.04,3847.12,35631.41,35929.66,35615.55,35619.25,3928.00,3982.12,3843.89,3847.12
2021-11-23,4678.48,3994.41,3966.98,4690.70,3836.69,15895.86,15601.46,3834.43,35619.92,35841.52,35542.87,35813.80,3836.69,3869.86,3773.44,3834.43
2021-11-24,4675.78,3968.01,3944.35,4701.46,3800.05,15848.56,15591.36,3870.01,35752.31,35825.47,35591.03,35804.38,3800.05,3871.59,3765.69,3870.01
2021-11-26,4664.63,3981.83,3943.25,4594.62,3799.55,15731.54,15456.09,3757.13,35366.69,35366.69,34749.80,34899.34,3799.55,3833.05,3735.93,3757.13
2021-11-29,4628.75,3978.19,3917.12,4655.27,3827.41,15833.11,15644.61,3910.54,35017.71,35287.91,34895.89,35135.94,3827.41,3914.70,3806.36,3910.54
2021-11-30,4640.25,3919.54,3853.50,4567.00,3893.01,15828.20,15451.39,3833.22,35056.99,35056.99,34424.44,34483.72,3893.01,3924.79,3804.60,3833.22
2021-12-01,4602.82,3942.08,3889.07,4513.04,3896.09,15816.82,15243.93,3810.75,34678.94,35004.64,34006.98,34022.04,3896.09,3958.72,3806.33,3810.75
2021-12-02,4504.73,3949.13,3901.57,4577.10,3758.20,15444.54,15150.12,3810.82,34076.25,34759.65,34076.25,34639.79,3758.20,3838.64,3742.54,3810.82
2021-12-03,4589.49,3955.31,3914.16,4538.43,3874.52,15470.36,14931.06,3804.54,34692.78,34801.31,34264.57,34580.08,3874.52,3902.86,3762.07,3804.54
2021-12-06,4548.37,3930.12,3886.75,4591.67,3797.59,15281.99,14931.61,3800.07,34633.43,35356.75,34633.43,35227.03,3797.59,3814.33,3687.87,3800.07
2021-12-07,4631.97,3969.62,3910.86,4686.75,3892.32,15720.09,15507.66,3988.75,35423.99,35819.47,35423.99,35719.43,3892.32,4002.16,3892.32,3988.75
2021-12-08,4690.86,3983.87,3935.74,4701.21,3954.26,15792.64,15618.88,3964.44,35716.85,35840.52,35602.65,35754.75,3954.26,3973.42,3928.16,3964.44
2021-12-09,4691.00,3981.04,3953.44,4667.45,3936.34,15796.05,15511.12,3879.52,35722.26,35864.24,35577.14,35754.69,3936.34,3981.94,3877.08,3879.52
2021-12-10,4687.64,3970.08,3923.54,4712.02,3952.40,15677.60,15477.85,3914.67,35830.55,35982.69,35710.43,35970.99,3952.40,3967.98,3871.89,3914.67
2021-12-13,4710.30,3944.99,3915.21,4668.97,3931.03,15637.06,15408.25,3814.43,35958.93,35958.93,35609.53,35650.95,3931.03,3936.71,3811.05,3814.43
2021-12-14,4642.99,3960.27,3915.54,4634.09,3768.06,15317.55,15097.35,3794.41,35605.73,35779.47,35441.74,35544.18,3768.06,3814.62,3746.44,3794.41
2021-12-15,4636.46,3917.35,3885.73,4709.85,3805.41,15575.76,15055.23,3934.46,35549.35,35943.84,35389.30,35927.43,3805.41,3939.86,3757.28,3934.46
2021-12-16,4719.13,3903.76,3851.93,4668.67,3961.55,15633.19,15119.49,3766.32,36036.28,36189.83,35778.21,35897.64,3961.55,3961.99,3748.13,3766.32
2021-12-17,4652.50,3881.06,3819.25,4620.64,3733.66,15288.78,14960.37,3761.04,35800.11,35800.11,35284.26,35365.44,3733.66,3814.83,3721.17,3761.04
2021-12-20,4587.90,3851.69,3730.19,4568.02,3707.40,15007.30,14860.04,3732.39,35222.12,35222.12,34665.50,34932.16,3707.40,3755.37,3689.38,3732.39
2021-12-21,4594.96,3843.67,3723.34,4649.23,3818.57,15349.06,15015.03,3857.30,35069.50,35508.96,35069.50,35492.70,3818.57,3861.77,3760.06,3857.30
2021-12-22,4650.36,3874.47,3818.86,4696.56,3836.54,15525.97,15303.06,3891.92,35491.71,35764.67,35433.13,35753.89,3836.54,3892.77,3817.22,3891.92
2021-12-23,4703.96,3906.41,3868.57,4725.79,3906.82,15697.98,15528.91,3932.39,35782.42,36060.99,35782.42,35950.56,3906.82,3955.54,3906.82,3932.39
2021-12-27,4733.99,3914.50,3842.51,4791.19,3945.99,15871.40,15696.83,4039.51,35954.48,36306.61,35954.48,36302.38,3945.99,4040.63,3945.99,4039.51
2021-12-28,4795.49,3861.08,3789.54,4786.35,4052.83,15901.47,15757.07,3992.19,36302.99,36527.26,36302.99,36398.21,4052.83,4054.99,3977.72,3992.19
2021-12-29,4788.64,3925.02,3814.04,4793.06,3995.46,15821.81,15679.85,3999.35,36421.14,36571.55,36396.19,36488.63,3995.46,4023.99,3979.19,3999.35
2021-12-30,4794.23,3928.65,3859.60,4778.73,3996.44,15868.09,15729.16,3952.04,36522.48,36679.44,36372.13,36398.08,3996.44,4008.69,3945.76,3952.04
2021-12-31,4775.21,3895.98,3805.59,4766.18,3960.46,15777.43,15643.94,3946.17,36385.85,36484.94,36303.97,36338.30,3960.46,3987.55,3944.82,3946.17
2022-01-03,4778.14,3902.92,3874.71,4796.56,3974.31,15832.80,15644.09,4027.22,36321.59,36595.82,36246.45,36585.06,3974.31,4027.90,3961.29,4027.22
2022-01-04,4804.51,3930.41,3903.07,4793.54,4045.37,15852.14,15512.41,4009.00,36636.00,36934.84,36636.00,36799.65,4045.37,4068.15,3918.41,4009.00
2022-01-05,4787.99,3921.98,3885.03,4700.58,3988.60,15586.30,15095.18,3879.87,36722.60,36952.65,36400.39,36407.11,3988.60,4020.50,3876.84,3879.87
2022-01-06,4693.39,3933.61,3900.43,4696.05,3872.40,15198.45,14914.87,3909.04,36409.05,36464.19,36200.68,36236.47,3872.40,3926.99,3839.08,3909.04
2022-01-07,4697.66,3950.43,3923.85,4677.03,3912.19,15171.02,14877.63,3796.32,36249.59,36382.84,36111.53,36231.66,3912.19,3917.82,3786.43,3796.32
2022-01-10,4655.34,3937.23,3905.78,4670.29,3738.19,14953.85,14530.23,3805.39,36175.21,36175.21,35639.91,36068.87,3738.19,3810.30,3676.77,3805.39
2022-01-11,4669.14,3925.99,3890.39,4713.07,3785.58,15158.71,14837.63,3875.44,36058.85,36271.47,35769.38,36252.02,3785.58,3879.00,3767.82,3875.44
2022-01-12,4728.59,3931.50,3884.94,4726.35,3915.61,15319.03,15117.29,3901.21,36336.16,36453.49,36168.15,36290.32,3915.61,3937.96,3866.15,3901.21
2022-01-13,4733.56,3918.35,3902.64,4659.03,3971.17,15259.71,14782.24,3811.84,36312.49,36513.88,36044.22,36113.62,3971.17,3992.23,3801.43,3811.84
2022-01-14,4637.99,3915.77,3892.59,4662.85,3783.10,14897.68,14689.43,3900.61,35996.43,35996.43,35641.49,35911.81,3783.10,3903.05,3783.10,3900.61
2022-01-18,4632.24,3894.56,3874.93,4577.11,3840.78,14740.54,14482.94,3727.24,35661.76,35661.76,35262.02,35368.47,3840.78,3840.95,3720.16,3727.24
2022-01-19,4588.03,3872.42,3836.66,4532.76,3763.25,14658.89,14331.65,3612.19,35412.30,35547.83,35015.49,35028.65,3763.25,3777.90,3610.48,3612.19
2022-01-20,4547.35,3847.51,3816.68,4482.73,3638.15,14642.03,14140.78,3494.75,35102.66,35490.20,34670.12,34715.39,3638.15,3666.62,3493.10,3494.75
2022-01-21,4471.38,3843.09,3791.84,4397.94,3466.19,14171.72,13764.24,3434.79,34701.69,34896.67,34229.55,34265.37,3466.19,3567.10,3429.88,3434.79
2022-01-24,4356.32,3784.32,3725.62,4410.13,3363.40,13876.61,13094.65,3479.95,34070.61,34420.99,33150.33,34364.50,3363.40,3483.49,3257.46,3479.95
2022-01-25,4366.64,3778.05,3694.12,4356.45,3387.94,13781.62,13414.14,3350.85,34186.64,34591.04,33545.52,34297.73,3387.94,3432.21,3335.70,3350.85
2022-01-26,4408.43,3830.50,3755.75,4349.93,3447.31,14002.65,13392.19,3407.00,34520.82,34815.67,33876.48,34168.09,3447.31,3540.52,3357.11,3407.00
2022-01-27,4380.58,3836.83,3732.48,4326.51,3422.91,13765.91,13322.66,3244.00,34261.75,34773.32,34007.78,34160.78,3422.91,3422.91,3236.20,3244.00
2022-01-28,4336.19,3870.90,3847.78,4431.85,3237.49,13771.91,13236.56,3303.40,34135.24,34731.77,33807.51,34725.47,3237.49,3304.17,3147.48,3303.40
2022-01-31,4431.79,3859.23,3797.16,4515.55,3332.13,14242.90,13767.71,3483.21,34691.17,35148.14,34496.10,35131.86,3332.13,3484.71,3304.88,3483.21
2022-02-01,4519.57,3852.31,3830.41,4546.54,3504.66,14358.69,14070.77,3510.86,35151.47,35441.09,34977.95,35405.24,3504.66,3515.48,3422.36,3510.86
2022-02-02,4566.39,3861.45,3845.05,4589.38,3578.42,14504.82,14264.65,3597.17,35378.19,35679.20,35290.12,35629.33,3578.42,3601.22,3526.96,3597.17
2022-02-03,4535.41,3859.75,3816.22,4477.44,3510.25,14207.89,13851.74,3432.55,35520.08,35535.94,35071.06,35111.16,3510.25,3559.20,3425.19,3432.55
2022-02-04,4482.79,3804.53,3780.37,4500.53,3420.43,14222.76,13850.39,3453.07,35095.74,35333.55,34799.08,35089.74,3420.43,3481.66,3374.50,3453.07
2022-02-07,4505.75,3788.73,3749.62,4483.87,3470.49,14236.31,13974.10,3452.33,35108.38,35325.01,34993.98,35091.13,3470.49,3507.53,3440.25,3452.33
2022-02-08,4480.02,3823.60,3792.86,4521.54,3443.20,14226.48,13934.78,3535.13,35160.68,35544.89,35090.42,35462.78,3443.20,3545.13,3433.85,3535.13
2022-02-09,4547.00,3820.96,3791.50,4587.18,3590.70,14490.72,14330.87,3653.72,35614.90,35824.28,35614.90,35768.06,3590.70,3655.28,3543.72,3653.72
2022-02-10,4553.24,3810.78,3776.51,4504.08,3569.15,14509.56,14118.20,3536.10,35630.81,35800.24,35100.72,35241.59,3569.15,3674.37,3520.52,3536.10
2022-02-11,4506.27,3817.86,3789.02,4418.64,3552.73,14246.70,13733.16,3365.25,35267.89,35431.15,34620.52,34738.06,3552.73,3568.83,3341.78,3365.25
2022-02-14,4412.61,3826.69,3783.60,4401.67,3376.12,13921.71,13664.76,3370.20,34694.50,34744.56,34304.28,34566.17,3376.12,3433.08,3324.55,3370.20
2022-02-15,4429.28,3811.55,3764.71,4471.07,3439.10,14142.49,13976.29,3554.45,34686.19,35047.79,34686.19,34988.84,3439.10,3559.77,3433.00,3554.45
2022-02-16,4455.75,3783.04,3705.34,4475.01,3511.21,14163.73,13931.99,3555.69,34951.83,35042.09,34642.64,34934.27,3511.21,3567.00,3480.87,3555.69
2022-02-17,4456.06,3737.83,3695.07,4380.26,3509.09,14020.82,13704.70,3422.60,34858.47,34858.47,34246.23,34312.03,3509.09,3512.04,3420.85,3422.60
2022-02-18,4384.57,3769.99,3662.71,4348.87,3429.42,13762.40,13465.56,3384.30,34310.45,34423.58,33976.18,34079.18,3429.42,3432.38,3336.00,3384.30
